SourceID,Classification,RA,Dec,Referenced
4001307271275,lens,150.1187988,2.3245387,True
4000957535159,merger,189.0392503,62.199949,True
4000845472303,merger,356.85033839999994,-36.57284129999999,False
4001156524214,merger,200.7477551,-42.7565477,False
4000982300765,arc,139.4940108,51.7374564,False
4000870521133,merger,260.0468762,59.6873624,True
4001253348241,lens,172.7722136,2.2418362,False
4503654929,merger,229.1637555,7.0172753,False
4001301467496,merger,208.1227782,32.2628934,False
4001413914457,arc,4.6304056,16.4317291,False
6000410037867,overlap,269.2119313,40.1326708,False
4000931204239,merger,223.2205635,58.0444681,True
4000911658132,unknown,69.9013272,-29.0965808,False
4001318378692,arc,51.8680154,-13.4374129,False
4181430042,arc,197.8796526,-1.3614161,True
4000991107129,lens,258.1451906,59.259134200000005,False
6000274726424,jet,173.3048737,50.1444881,True
4000813706533,merger,202.4375596,28.8728079,False
4001115672513,merger,249.1135857,40.9515107,False
4000859018419,unknown,168.7865599,53.31291070000001,False
4001066298518,lens,73.4155994,-3.1286729,False
4001368176743,merger,53.008096,-27.8088472,True
4001262526916,lens,229.5072388,-81.4931734,False
4001224463888,merger,212.6436292,-11.7190977,False
4001253199433,merger,306.6908219,-19.3417186,False
6000444374254,merger,53.176102,-27.7737556,True
4001298837382,merger,114.9726858,65.3276564,False
4001116142867,odd,93.9748634,-57.8297117,False
4001261816717,merger,40.0389614,-1.6597302,False
4001445494091,merger,3.0407031,52.5903995,True
4001244088879,odd,150.0271591,2.6683458,True
4572330815,merger,149.5671291,2.3536063,True
6000398413708,merger,139.7960451,-81.0641874,False
4001088526163,unknown,40.1554953,-1.6559123,False
4000744518164,merger,189.4544498,62.1697056,True
4001179954558,odd,258.2795527,59.8884609,False
4000767040772,merger,149.78036369999998,2.156657,True
4001083155878,lens,241.1246141,43.0701363,True
6000435959378,merger,53.1128716,-27.7345973,True
4000977736662,merger,342.6146032,10.8924072,False
4000847952418,merger,16.362697400000002,-27.6232972,False
4001158061902,arc,208.7021944,77.2517659,False
4001063438510,merger,241.5126128,22.5771502,False
4000851375266,merger,215.939056,24.0711434,False
4000950151181,merger,216.86055130000005,33.7388777,True
4000851706839,merger,216.6364107,35.316061600000005,False
4508479802,merger,259.8167074,59.3339949,False
4000806913070,jellyfish,240.5579547,15.987740900000002,False
4000795621197,odd,194.9608147,28.0434365,True
4001122397115,odd,132.1117038,44.7154699,False
4001320375558,merger,34.3571883,-5.2773817,True
4001320658870,merger,138.7583744,42.1895481,False
4001011216768,odd,34.3407746,-5.290104599999999,True
4000862007485,high-z,241.1136384,43.3763514,False
4001025922736,merger,217.3598008,33.7950084,False
4000895685938,merger,50.799862,-37.357204,False
4001080258145,merger,258.1341415,59.657557,True
4001115854804,odd,149.5284221,2.0359158,True
4000924444483,merger,150.6740825,1.8533368,True
4001091676223,merger,164.2291843,-3.5346427,False
4000757590094,lens,229.6694841,8.7552582,False
4000707068502,lens,322.7755862,-40.314970200000005,True
4000840129327,merger,109.4852014,37.700135,True
4000945069155,odd,53.1137297,-27.7015445,True
6000443388201,merger,109.3339508,37.8324919,True
4000749604236,unknown,158.6847257,51.9485213,False
4001312789350,merger,146.730775,10.0985213,False
4001161233125,odd,151.552977,-33.8729194,False
4000985904538,unknown,63.9572075,-24.027098,False
4000732326946,merger,12.0758759,40.4207843,False
6000450820837,merger,186.6886944,23.8199263,False
4000713237485,merger,73.56562890000001,-3.06538,True
4000705548266,merger,215.056313,53.156621400000006,True
4001254556221,overlap,201.0367653,-42.1591916,False
4001119444221,merger,1.8766474,35.1375381,False
4000813507990,odd,214.4103885,52.4043714,False
4000945275721,odd,150.06418269999998,1.7558546000000002,True
4001324091475,jellyfish,260.6365957,32.1122393,False
4202002573,jellyfish,242.2837896,65.54784860000001,False
4001163743474,merger,202.000461,-31.7325927,False
4001308215049,lens,189.3534157,62.1606949,True
4000862189672,merger,149.6220858,2.2475389,True
4000896310221,overlap,43.1634291,-15.0294604,False
4001101837382,merger,205.3976078,28.5809213,False
4000833486157,merger,116.2359767,39.458567,False
4001170997187,high-z,253.0621147,55.5609439,False
4615407032,overlap,104.6411352,-55.9487953,True
4001198742761,merger,9.7134886,42.3751307,False
4001294344098,merger,34.2110653,-5.1377843,True
4000929874888,merger,218.5310676,33.6178744,False
4597132304,merger,125.9842655,71.00844980000001,False
4527812611,lens,210.2705195,2.8732885,True
4001018641679,merger,113.57876670000002,66.8901208,False
4000774467453,arc,186.7150952,21.8705362,True
4000903478956,jellyfish,73.3996497,-2.9098733,True
4000921391454,merger,201.615383,-43.5851384,False
4174987632,merger,150.57097480000002,2.7761102,True
6000208574241,arc,39.970941,-1.5847646,True
4000890673697,merger,171.1334389,43.8492886,False
4201998667,merger,242.3421488,65.5283845,False
4001138375086,merger,141.5837851,58.7998051,False
4000993546835,merger,194.9469202,27.8957213,False
4000798870625,high-z,334.3847687,0.1937849999999999,False
6000359731457,merger,150.1912212,2.4508544,True
4000852873562,merger,44.3049765,-23.4363463,False
6000443708862,odd,195.0468997,28.024249,False
4000905740663,merger,218.9632001,34.4997759,False
4001210249742,overlap,258.3040949,59.9851898,False
4000752978767,merger,150.6095488,2.4947944,True
4001284569933,merger,120.2282172,36.0379967,False
4000762429926,merger,215.0995899,53.00442389999999,True
4001258925467,lens,39.9724581,-1.5845426,True
4001185627670,merger,150.0008473,2.6497451,True
4000997939823,lens,164.3418562,57.97333029999999,False
4000785873727,odd,150.2132709,1.6742124,True
4001163887850,merger,265.0136583,69.1145604,False
4001105303521,merger,149.8786244,2.6012636,True
4000780285919,overlap,197.8628204,-1.3142584,True
4000756753266,merger,260.63732969999995,32.1443407,False
4001204855524,unknown,171.3026112,30.9661208,False
4000883031522,merger,12.472617800000002,41.4858975,False
4001156507268,overlap,39.4787514,28.7971659,False
4001060869135,merger,259.6775225,58.744812,False
4254798257,lens,35.8013932,42.3111314,False
4000764062137,merger,150.36830869999997,1.925648,True
4001058630945,merger,143.44998,55.2270737,False
4001060869709,merger,259.6836752,58.7670292,True
6000402636288,unknown,172.9836157,-19.9170242,False
6000327769654,arc,72.9879744,0.1031336,False
4001024090725,merger,29.0339534,-55.719504,False
4000759483208,merger,52.8605512,-27.972555100000005,True
4001254413933,lens,140.3992156,-6.3393293,False
4001165329818,high-z,109.6011778,37.6072325,False
4001122364007,merger,53.1023078,-27.8877151,True
4000749350429,jellyfish,73.55818570000001,2.9628105,False
4001300051909,overlap,181.5798366,-8.7959734,True
4000834977405,odd,150.02836240000002,2.0276381000000003,True
4000813114278,lens,149.60479990000002,2.5518281000000003,True
4001190415535,lens,73.6276123,-3.0261124,False
4000959288062,merger,247.1583784,39.524682,False
4001147024795,merger,149.7298866,2.1480803,True
4001256683475,odd,27.7912754,-44.4258378,False
4000910651821,merger,256.7222525,58.9054739,False
4000851711674,merger,259.3551425,59.5810784,False
4001421834802,merger,186.7454339,33.4558926,False
4000921191694,merger,189.038949,28.9796453,False
4001232006487,merger,149.7478704,2.6881488,True
4000715725976,merger,120.3142754,47.43899520000001,False
4000921191944,merger,189.0212742,28.9905769,False
4000878725835,merger,353.2612871,-10.6927586,True
4001074272149,merger,169.9832221,-12.064276,False
4000960633015,merger,53.1422121,-27.7651572,True
4001231461099,merger,215.112414,53.087409,True
4619022729,merger,35.751664500000004,42.5387696,False
6000512298511,odd,149.81299,1.9324814,True
4000892840046,merger,57.615868000000006,-8.907851800000001,False
4001019795243,jellyfish,116.2251056,39.44398,True
4001057574750,high-z,185.3457752,-2.3380587,False
4001118411500,merger,293.0929199,-4.0004845,True
4000811871938,merger,186.6773153,21.8784001,False
4000729648198,merger,189.2581724,62.3920142,True
4000933395668,merger,312.8102189,2.2886047,False
6000447560971,lensed quasar,141.2327287,2.3235502,True
4000806637569,odd,210.2424695,2.8584489,True
4001301890487,odd,3.4353489,-30.3806774,False
6000536013277,merger,150.2414161,2.5246159,True
4001425991108,merger,56.4043402,-60.4623946,False
4256936205,odd,186.7387466,33.5094268,False
6000429229996,merger,216.3012347,35.0176479,False
4000970396374,lens,295.1954537,40.21732670000001,False
4001095502296,lens,86.7890772,-39.0861819,False
4000793999698,ring,215.1364996,53.089572100000005,True
4645845112,merger,163.1315287,57.53457320000001,True
4000862006064,merger,241.14808760000005,43.3420971,True
4001048550185,merger,214.5143263,52.5063242,True
4001300077477,merger,155.1230417,69.2216347,False
4001413913673,odd,65.2734761,-48.7447727,False
6000434839083,merger,109.3343041,37.8321286,True
4000833996040,merger,53.0888789,-27.7434659,True
4601141282,arc,36.1448862,-0.0415084,True
4000755601277,odd,150.2949856,2.8301182000000003,True
4000947948332,merger,0.7568975,16.085844,False
4000989097234,lens,340.4194408,-64.4400012,False
4001050635418,lens,142.5727414,28.9165793,True
4001068245096,merger,87.3905339,-62.0984541,False
6000244240322,merger,133.1965347,3.1239308,True
4000870521568,odd,260.0692298,59.7176088,False
4001011514282,merger,150.3487685,69.26088990000001,False
4001300038650,overlap,185.4840892,13.4858806,True
6000218611879,overlap,351.8744682,-2.0528821,False
6000444310287,lensed quasar,69.5618937,-12.2872072,True
4000960108423,odd,52.9540835,-28.0130617,True
4001062359636,merger,259.7411089,59.6572614,False
4001004015749,merger,64.4083054,-11.8884947,False
4001255568752,odd,195.1384607,28.1563778,False
4001257994661,high-z,172.7808995,2.2414253,False
4001100818920,merger,206.8582467,-32.8503831,False
4000769079952,merger,259.5290187,59.4693377,False
4001374623833,merger,41.357983,-53.0396047,False
4001304215344,merger,214.8341016,52.8999116,True
4001260270229,merger,177.8559174,34.0227808,False
4001047055432,merger,167.6915362,28.7527782,False
4001454737816,merger,250.3388642,46.7107988,False
4001089802014,merger,150.2614608,2.4092201,True
4000896853598,lens,52.8904775,-27.799743,True
4000851707234,merger,216.6480528,35.3274749,False
4000877021525,lens,116.2120367,39.4599203,True
4000885704225,odd,249.2726126,14.639332199999998,False
4001414973092,unknown,192.6487913,5.3887383,False
4001084646659,lens,206.1162224,32.9734596,True
4001396286277,odd,210.5972547,54.4572133,False
4000740716826,odd,150.6410487,2.4661897999999995,True
6000291034033,lens,158.6454935,51.9046714,False
4000826461098,merger,25.3611555,-27.082166,False
4001217804952,merger,194.7651256,-1.7667583,False
4001382016761,merger,55.5938397,-47.2830416,False
4001119445173,odd,215.1235583,53.1086282,True
4000885381531,lens,13.387697400000002,39.8248161,False
4000708971004,odd,195.006691,27.9606828,False
4001266443091,merger,354.3620576,-63.297639,False
4000727939358,overlap,28.226492800000003,-13.8627653,False
6000450859163,merger,149.7864069,2.5083534,True
4001204335525,lens,216.8390038,33.7378868,False
4000764080891,merger,33.0501942,0.4509528,False
4001067612976,merger,50.7930743,-37.3052107,False
4000931221870,merger,149.9324775,2.508387,True
4001454930032,merger,209.8001384,62.4081053,False
4001061886101,merger,334.4938724,0.2696836,False
4652951038,merger,145.7372866,46.987812,False
4191046669,merger,334.3896534,0.2382671,True
4001138795342,unknown,186.7255737,33.5482619,True
6000447492810,merger,150.0252483,2.5826953,True
4001228446556,odd,150.621784,2.5523232,True
4001202525073,lens,150.4402235,1.9040009,False
4001220058579,high-z,32.411653,-4.6623286,True
4001185231414,odd,201.0480779,-43.502703,False
4001452961164,merger,157.3202927,26.3751048,False
4000976903047,merger,207.06545,-33.3586734,False
4001253246163,merger,231.9097252,20.7599976,False
4202895637,merger,334.41474260000007,0.256767,True
4000992863503,odd,150.5652612,2.1659336,True
4001292626932,merger,258.804214,59.5495373,False
4001264283032,merger,289.2896397,-33.5242116,False
4001062725550,merger,189.0976272,62.3785051,True
4001307272309,odd,150.1035625,2.3462342,True
4001062858928,merger,197.7629948,-3.1633132,False
4000776406672,merger,68.49575209999999,-8.585841199999999,False
4001116135198,unknown,311.7286993,-12.842596,False
4001012310070,arc,104.6033648,-55.9417787,True
4001031692648,lens,189.4652956,62.2024934,True
4001437614911,merger,205.8733538,-38.1862583,False
4000737204634,odd,210.0461994,14.5069976,False
6000446752721,merger,216.6686675,35.1480601,False
4000906181149,odd,199.3360967,-2.0374634,False
4001060911612,merger,189.0188864,29.0057005,False
4001019796073,jellyfish,116.2602797,39.4577729,False
4000897638567,merger,189.4210145,62.1528277,True
4001309428618,odd,34.4914717,-5.171887,True
4001367674596,unknown,129.4321534,49.6255736,False
4000814071198,merger,323.62877610000004,-27.0956099,False
4001196347124,odd,265.1827298,68.9579164,False
4001314156143,merger,150.228255,2.4399355,True
4001261853642,merger,47.2598294,26.7743585,False
4000798362451,high-z,170.0081186,6.703190299999999,False
4000708544835,lens,174.5238939,-11.5410311,False
4000866129248,merger,149.7516267,2.4919742,True
4001101508050,merger,189.1320538,62.1523632,True
4001236629019,merger,52.7768672,-27.968252,False
6000217254008,odd,342.1739472,-44.532235,True
4001019222163,merger,206.6312449,-37.978652,False
4000809269019,merger,164.1373614,-3.7682123,False
4001138795338,overlap,186.7815927,33.5484461,True
4001216094290,merger,150.3488201,2.3734473,True
4000940058499,merger,238.9935557,66.4202707,False
4000803954802,submillimetre galaxy,249.24585130000003,40.9580245,True
4001267765532,merger,343.0704774,-58.6285586,False
4000956626073,odd,259.5006072,60.07872629999999,False
4001153973346,odd,139.0544107,-0.407005,False
4001082868120,merger,158.7895052,52.0312288,False
4000925416658,merger,150.1723923,2.6349707,True
4001092202046,merger,53.2324614,-27.8911276,True
4001239422698,merger,112.0840924,40.8119021,False
4000983697355,merger,214.7466356,52.78777339999999,True
4001031072739,lens,184.4919403,37.71415579999999,False
4000924061523,unknown,182.4597467,-52.4353311,False
4001157181666,lens,116.1750287,39.4627561,False
4001438978817,lensed quasar,330.3860967,-32.0288953,True
4001308216094,odd,101.9966868,70.2369243,True
4000818571120,merger,278.4059362,59.8898174,True
